Temperatur	Gewicht	Zeit
25.3405	248.495	3049.2
25.3428	247.234	3049.4
25.3378	248.469	3049.6
25.3378	248.43	3049.8
25.3344	248.066	3050.0
25.3197	249.314	3050.2
25.3521	248.872	3050.4
25.3206	248.131	3050.6
25.3387	248.066	3050.8
25.3328	249.145	3051.0
25.3323	248.872	3051.2
25.3447	248.69	3051.4
25.3328	248.326	3051.6
25.3286	247.598	3051.8
25.3271	249.431	3052.0
25.326	249.158	3052.2
25.3273	248.43	3052.4
25.3153	249.015	3052.6
25.3176	248.3	3052.8
25.3281	247.845	3053.0
25.3281	248.716	3053.2
25.3313	248.404	3053.4
25.3246	248.911	3053.6
25.3309	248.677	3053.8
25.3353	248.976	3054.0
25.3187	249.08	3054.2
25.3206	247.91	3054.4
25.3386	247.754	3054.6
25.3223	247.026	3054.8
25.3355	248.716	3055.0
25.321	248.378	3055.2
25.3271	249.509	3055.4
25.3223	249.613	3055.6
25.3181	248.677	3055.8
25.329	250.354	3056.0
25.3267	248.261	3056.2
25.3328	248.547	3056.4
25.3332	248.248	3056.6
25.3223	249.678	3056.8
25.3237	249.795	3057.0
25.3149	247.338	3057.2
25.3145	248.898	3057.4
25.3206	248.378	3057.6
25.3239	248.768	3057.8
25.3185	248.69	3058.0
25.3145	248.807	3058.2
25.3292	248.872	3058.4
25.3197	248.716	3058.6
25.3111	247.078	3058.8
25.3088	248.261	3059.0
25.3164	250.445	3059.2
25.3223	248.573	3059.4
25.3216	249.392	3059.6
25.3325	248.937	3059.8
25.3185	248.677	3060.0
25.3136	249.119	3060.2
25.3296	250.731	3060.4
25.3323	247.819	3060.6
25.3313	249.561	3060.8
25.3328	250.783	3061.0
25.3113	249.093	3061.2
25.3256	248.937	3061.4
25.3191	248.014	3061.6
25.3111	249.392	3061.8
25.3325	249.522	3062.0
25.3134	248.157	3062.2
25.3168	248.573	3062.4
25.3328	247.988	3062.6
25.3353	248.573	3062.8
25.3332	248.326	3063.0
25.3283	248.157	3063.2
25.3229	249.652	3063.4
25.3204	248.118	3063.6
25.3502	248.378	3063.8
25.3252	248.339	3064.0
25.3191	248.82	3064.2
25.3181	248.911	3064.4
25.3271	248.287	3064.6
25.3149	248.82	3064.8
25.3263	248.404	3065.0
25.3143	249.301	3065.2
25.3191	248.859	3065.4
25.3052	248.742	3065.6
25.3248	248.274	3065.8
25.3033	249.834	3066.0
25.3178	247.221	3066.2
25.3107	249.6	3066.4
25.3042	249.236	3066.6
25.3103	249.418	3066.8
25.305	248.157	3067.0
25.3139	249.886	3067.2
25.3185	247.767	3067.4
25.3176	249.366	3067.6
25.3155	248.248	3067.8
25.3126	247.013	3068.0
25.3178	249.717	3068.2
25.3178	248.677	3068.4
25.3229	248.716	3068.6
25.3256	249.249	3068.8
25.3178	248.664	3069.0
25.3342	248.365	3069.2
25.3195	248.521	3069.4
25.3216	248.131	3069.6
25.3359	248.053	3069.8
25.3191	247.962	3070.0
25.3103	247.273	3070.2
25.3117	247.546	3070.4
25.3191	248.664	3070.6
25.3242	247.507	3070.8
25.329	247.702	3071.0
25.3216	247.572	3071.2
25.329	247.637	3071.4
25.3328	248.313	3071.6
25.3397	248.17	3071.8
25.3176	248.352	3072.0
25.3197	248.248	3072.2
25.322	248.586	3072.4
25.3338	246.805	3072.6
25.3313	247.637	3072.8
25.3136	247.585	3073.0
25.3143	248.118	3073.2
25.3111	248.69	3073.4
25.3273	247.78	3073.6
25.3239	248.573	3073.8
25.3334	247.988	3074.0
25.3098	248.781	3074.2
25.3338	247.663	3074.4
25.3101	247.247	3074.6
25.3302	249.314	3074.8
25.3103	247.988	3075.0
25.3204	248.729	3075.2
25.3271	248.17	3075.4
25.3267	248.521	3075.6
25.3344	247.793	3075.8
25.3252	248.911	3076.0
25.3216	247.468	3076.2
25.3065	248.313	3076.4
25.3325	246.844	3076.6
25.3281	248.638	3076.8
25.3168	247.351	3077.0
25.3149	247.624	3077.2
25.321	247.689	3077.4
25.3159	247.26	3077.6
25.3159	247.845	3077.8
25.3178	248.456	3078.0
25.3134	248.079	3078.2
25.3094	246.792	3078.4
25.312	248.508	3078.6
25.321	249.119	3078.8
25.3155	247.13	3079.0
25.326	248.248	3079.2
25.3206	248.768	3079.4
25.3204	249.782	3079.6
25.3069	246.818	3079.8
25.3136	248.664	3080.0
25.3098	247.312	3080.2
25.3042	247.026	3080.4
25.3155	248.313	3080.6
25.3309	248.079	3080.8
25.3227	248.053	3081.0
25.3334	248.261	3081.2
25.3242	246.818	3081.4
25.3252	250.042	3081.6
25.322	248.625	3081.8
25.3159	247.468	3082.0
25.3315	248.534	3082.2
25.3328	247.351	3082.4
25.3094	248.404	3082.6
25.3267	247.546	3082.8
25.304	248.911	3083.0
25.3111	247.884	3083.2
25.304	248.495	3083.4
25.3214	247.585	3083.6
25.3283	248.846	3083.8
25.3271	248.261	3084.0
25.3201	248.248	3084.2
25.312	248.313	3084.4
25.3227	248.768	3084.6
25.3162	248.508	3084.8
25.3242	248.313	3085.0
25.3004	248.651	3085.2
25.3342	248.482	3085.4
25.3069	249.626	3085.6
25.3143	248.456	3085.8
25.3033	247.845	3086.0
25.3098	248.924	3086.2
25.3328	248.547	3086.4
25.3098	249.366	3086.6
25.3201	249.197	3086.8
25.3342	249.379	3087.0
25.3197	247.884	3087.2
25.3197	249.054	3087.4
25.3248	248.963	3087.6
25.3378	248.43	3087.8
25.3159	248.677	3088.0
25.3237	248.937	3088.2
25.3136	249.626	3088.4
25.312	247.676	3088.6
25.3149	248.339	3088.8
25.3368	248.534	3089.0
25.3201	248.898	3089.2
25.3197	248.989	3089.4
25.3122	248.274	3089.6
25.3122	250.237	3089.8
25.3139	248.742	3090.0
25.3139	247.884	3090.2
25.3164	247.52	3090.4
25.3237	248.976	3090.6
25.3216	248.612	3090.8
25.3227	249.301	3091.0
25.3126	249.21	3091.2
25.3103	247.936	3091.4
25.3094	248.534	3091.6
25.3113	249.34	3091.8
25.3107	248.729	3092.0
25.3342	248.924	3092.2
25.3092	249.47	3092.4
25.3078	248.027	3092.6
25.3286	246.48	3092.8
25.3197	249.912	3093.0
25.3216	249.327	3093.2
25.3143	248.625	3093.4
25.312	247.39	3093.6
25.3159	248.547	3093.8
25.3139	248.95	3094.0
25.3153	248.69	3094.2
25.3227	249.223	3094.4
25.3315	248.937	3094.6
25.3164	247.663	3094.8
25.3143	249.093	3095.0
25.3256	249.574	3095.2
25.3084	248.703	3095.4
25.308	248.43	3095.6
25.3056	247.572	3095.8
25.3252	248.17	3096.0
25.3149	248.963	3096.2
25.3201	249.496	3096.4
25.3084	249.327	3096.6
25.2987	249.431	3096.8
25.3069	247.702	3097.0
25.3052	248.729	3097.2
25.313	249.704	3097.4
25.3075	248.17	3097.6
25.3046	247.494	3097.8
25.3252	248.144	3098.0
25.3216	249.275	3098.2
25.3229	248.404	3098.4
25.3101	248.716	3098.6
25.3134	248.976	3098.8
25.3036	247.572	3099.0
25.312	248.014	3099.2
25.3065	248.599	3099.4
25.3023	248.573	3099.6
25.3233	250.094	3099.8
25.3027	249.158	3100.0
25.3111	246.545	3100.2
25.3191	248.937	3100.4
25.2962	248.222	3100.6
25.2956	247.845	3100.8
25.3139	248.69	3101.0
25.3071	248.092	3101.2
25.3084	248.534	3101.4
25.2871	248.339	3101.6
25.3111	248.365	3101.8
25.2966	247.949	3102.0
25.3071	248.443	3102.2
25.3033	248.352	3102.4
25.3075	248.677	3102.6
25.326	247.403	3102.8
25.3023	248.235	3103.0
25.3094	248.56	3103.2
25.3113	249.457	3103.4
25.3084	248.612	3103.6
25.3075	247.767	3103.8
25.3084	248.287	3104.0
25.3139	247.403	3104.2
25.3139	248.313	3104.4
25.3159	247.949	3104.6
25.2905	248.56	3104.8
25.3019	246.987	3105.0
25.2998	247.273	3105.2
25.3046	249.938	3105.4
25.3206	248.43	3105.6
25.2995	247.195	3105.8
25.308	248.69	3106.0
25.3101	249.275	3106.2
25.3122	248.248	3106.4
25.3191	248.534	3106.6
25.3113	247.78	3106.8
25.3069	248.625	3107.0
25.3111	247.754	3107.2
25.3004	247.962	3107.4
25.3159	246.259	3107.6
25.3216	247.559	3107.8
25.3139	247.442	3108.0
25.3168	247.728	3108.2
25.3164	247.455	3108.4
25.3052	248.066	3108.6
25.308	249.08	3108.8
25.3164	248.352	3109.0
25.2985	248.703	3109.2
25.3164	248.17	3109.4
25.2975	248.937	3109.6
25.3103	248.794	3109.8
25.3139	248.196	3110.0
25.2945	249.119	3110.2
25.3107	249.067	3110.4
25.3139	247.52	3110.6
25.3401	247.884	3110.8
25.3323	248.755	3111.0
25.3187	247.845	3111.2
25.3281	248.365	3111.4
25.3168	249.678	3111.6
25.3195	247.988	3111.8
25.3181	249.483	3112.0
25.3334	247.819	3112.2
25.3092	248.716	3112.4
25.3111	246.844	3112.6
25.3019	248.495	3112.8
25.3092	248.131	3113.0
25.3164	248.638	3113.2
25.3229	248.612	3113.4
25.3359	249.73	3113.6
25.3344	246.636	3113.8
25.3292	248.313	3114.0
25.3239	248.898	3114.2
25.3033	247.663	3114.4
25.3145	250.068	3114.6
25.3172	248.768	3114.8
25.3143	249.197	3115.0
25.3103	248.352	3115.2
25.3191	247.702	3115.4
25.3323	249.626	3115.6
25.3181	247.533	3115.8
25.3292	248.612	3116.0
25.3271	248.43	3116.2
25.3168	249.327	3116.4
25.3296	249.613	3116.6
25.3366	248.976	3116.8
25.3246	249.626	3117.0
25.3122	249.574	3117.2
25.3246	249.873	3117.4
25.3214	248.313	3117.6
25.3103	248.586	3117.8
25.3185	248.625	3118.0
25.304	247.975	3118.2
25.3271	248.846	3118.4
25.3206	247.884	3118.6
25.322	249.236	3118.8
25.308	248.625	3119.0
25.3155	248.378	3119.2
25.3145	249.015	3119.4
25.3143	248.287	3119.6
25.3023	248.95	3119.8
25.326	248.573	3120.0
25.3162	247.507	3120.2
25.3159	248.547	3120.4
25.3098	247.884	3120.6
25.3029	247.936	3120.8
25.3237	247.936	3121.0
25.3164	248.066	3121.2
25.3155	249.379	3121.4
25.3204	248.651	3121.6
25.3069	249.626	3121.8
25.3178	248.898	3122.0
25.3242	249.522	3122.2
25.3206	248.196	3122.4
25.3216	248.157	3122.6
25.3176	248.781	3122.8
25.3164	247.806	3123.0
25.329	248.612	3123.2
25.3178	249.353	3123.4
25.3248	249.548	3123.6
25.312	248.495	3123.8
25.3305	249.093	3124.0
25.3296	248.04	3124.2
25.3227	249.769	3124.4
25.3342	248.014	3124.6
25.3353	249.028	3124.8
25.3273	247.988	3125.0
25.3206	248.885	3125.2
25.3223	249.392	3125.4
25.322	247.949	3125.6
25.3201	248.196	3125.8
25.3323	248.885	3126.0
25.3176	248.105	3126.2
25.3332	249.288	3126.4
25.3155	249.34	3126.6
25.3117	248.742	3126.8
25.3101	248.794	3127.0
25.3296	248.833	3127.2
25.3237	248.638	3127.4
25.3309	249.301	3127.6
25.3187	248.599	3127.8
25.3296	249.158	3128.0
25.3246	248.482	3128.2
25.3386	247.741	3128.4
25.3229	248.534	3128.6
25.3229	249.262	3128.8
25.326	249.444	3129.0
25.3204	248.313	3129.2
25.3252	247.182	3129.4
25.3168	249.132	3129.6
25.3069	248.703	3129.8
25.3325	248.937	3130.0
25.3305	248.274	3130.2
25.3246	249.197	3130.4
25.3046	248.976	3130.6
25.3256	249.301	3130.8
25.3178	249.223	3131.0
25.3153	248.105	3131.2
25.3075	248.014	3131.4
25.322	249.171	3131.6
25.3084	247.754	3131.8
25.3145	247.806	3132.0
25.3149	248.001	3132.2
25.3078	248.586	3132.4
25.308	250.107	3132.6
25.3113	247.403	3132.8
25.3111	249.093	3133.0
25.3008	249.093	3133.2
25.3181	249.756	3133.4
25.3017	247.754	3133.6
25.3065	246.649	3133.8
25.304	247.871	3134.0
25.3092	248.82	3134.2
25.3078	249.951	3134.4
25.3139	250.12	3134.6
25.3162	248.131	3134.8
25.3201	248.248	3135.0
25.3139	248.56	3135.2
25.3059	248.066	3135.4
25.3164	248.443	3135.6
25.3052	247.312	3135.8
25.3227	247.923	3136.0
25.3248	248.443	3136.2
25.2972	247.975	3136.4
25.3059	248.56	3136.6
25.3122	247.312	3136.8
25.2913	248.859	3137.0
25.3122	249.106	3137.2
25.3088	248.729	3137.4
25.312	246.727	3137.6
25.3084	248.56	3137.8
25.3036	247.65	3138.0
25.3214	246.922	3138.2
25.3292	248.703	3138.4
25.3008	248.768	3138.6
25.3122	247.247	3138.8
25.3201	248.781	3139.0
25.3111	247.78	3139.2
25.2958	248.638	3139.4
25.313	248.898	3139.6
25.312	249.652	3139.8
25.3164	247.494	3140.0
25.3059	248.456	3140.2
25.3252	247.364	3140.4
25.3162	248.3	3140.6
25.3168	248.222	3140.8
25.3283	246.74	3141.0
25.2991	249.665	3141.2
25.3136	248.547	3141.4
25.3134	248.326	3141.6
25.3113	248.17	3141.8
25.3117	248.287	3142.0
25.3092	248.287	3142.2
25.3098	248.963	3142.4
25.2935	248.729	3142.6
25.2985	247.78	3142.8
25.3014	247.13	3143.0
25.3122	249.899	3143.2
25.3143	249.678	3143.4
25.3092	249.002	3143.6
25.2953	248.131	3143.8
25.3153	248.872	3144.0
25.3101	248.508	3144.2
25.2981	249.535	3144.4
25.3187	248.313	3144.6
25.3134	248.755	3144.8
25.3042	247.624	3145.0
25.3197	247.299	3145.2
25.3136	247.494	3145.4
25.3153	249.08	3145.6
25.3172	248.443	3145.8
25.3149	248.118	3146.0
25.3143	248.105	3146.2
25.2934	248.209	3146.4
25.3017	248.599	3146.6
25.2918	248.612	3146.8
25.3206	247.611	3147.0
25.2987	247.728	3147.2
25.3042	247.273	3147.4
25.2987	248.755	3147.6
25.3145	249.587	3147.8
25.3019	248.001	3148.0
25.304	248.885	3148.2
25.2914	247.949	3148.4
25.2935	249.73	3148.6
25.2972	247.793	3148.8
25.3084	247.975	3149.0
25.3017	247.741	3149.2
25.3075	249.301	3149.4
25.3172	248.339	3149.6
25.2985	248.469	3149.8
25.3239	248.001	3150.0
25.3159	247.637	3150.2
25.3103	248.053	3150.4
25.3195	248.495	3150.6
25.3229	249.08	3150.8
25.3126	248.456	3151.0
25.3309	247.351	3151.2
25.3187	247.858	3151.4
25.313	247.819	3151.6
25.2953	246.675	3151.8
25.3059	248.534	3152.0
25.3065	247.845	3152.2
25.313	249.34	3152.4
25.3101	247.715	3152.6
25.3139	247.507	3152.8
25.3187	247.0	3153.0
25.2962	248.287	3153.2
25.3107	248.833	3153.4
25.3107	246.116	3153.6
25.3036	247.923	3153.8
25.2949	248.144	3154.0
25.3197	247.624	3154.2
25.2939	248.339	3154.4
25.3101	249.431	3154.6
25.3107	247.533	3154.8
25.3098	248.833	3155.0
25.308	249.353	3155.2
25.301	248.612	3155.4
25.3122	248.846	3155.6
25.3164	248.716	3155.8
25.3292	247.299	3156.0
25.3191	247.585	3156.2
25.3252	248.677	3156.4
25.3145	247.754	3156.6
25.3098	248.3	3156.8
25.3168	249.093	3157.0
25.3223	248.651	3157.2
25.3185	248.365	3157.4
25.3201	248.339	3157.6
25.3014	248.495	3157.8
25.313	247.806	3158.0
25.3191	248.95	3158.2
25.2962	248.859	3158.4
25.3014	249.34	3158.6
25.3017	248.716	3158.8
25.3101	248.417	3159.0
25.3071	249.691	3159.2
25.3094	247.91	3159.4
25.3029	250.159	3159.6
25.3094	249.483	3159.8
25.2949	249.86	3160.0
25.2991	249.47	3160.2
25.2962	249.093	3160.4
25.2922	247.507	3160.6
25.3004	249.47	3160.8
25.3094	249.067	3161.0
25.2991	247.832	3161.2
25.3216	249.392	3161.4
25.3164	249.444	3161.6
25.3107	249.6	3161.8
25.312	249.47	3162.0
25.3084	247.624	3162.2
25.3185	248.768	3162.4
25.3027	248.456	3162.6
25.3033	248.248	3162.8
25.3052	249.054	3163.0
25.3036	248.846	3163.2
25.2909	248.43	3163.4
25.3084	248.573	3163.6
25.2966	247.624	3163.8
25.2895	249.535	3164.0
25.2949	247.845	3164.2
25.3033	246.987	3164.4
25.304	248.716	3164.6
25.3014	249.405	3164.8
25.3178	248.313	3165.0
25.3149	248.066	3165.2
25.3075	248.144	3165.4
25.313	247.598	3165.6
25.2794	248.755	3165.8
25.2991	249.613	3166.0
25.3029	247.598	3166.2
25.2991	247.988	3166.4
25.3033	247.793	3166.6
25.3084	245.869	3166.8
25.3029	248.027	3167.0
25.3088	248.664	3167.2
25.3017	249.262	3167.4
25.308	249.639	3167.6
25.3075	248.534	3167.8
25.3103	247.585	3168.0
25.3143	249.379	3168.2
25.3029	247.767	3168.4
25.308	248.768	3168.6
25.2935	249.353	3168.8
25.3185	249.444	3169.0
25.3126	248.794	3169.2
25.3046	249.002	3169.4
25.3061	247.702	3169.6
25.308	249.574	3169.8
25.3149	248.378	3170.0
25.3023	247.897	3170.2
25.312	248.183	3170.4
25.3178	247.533	3170.6
25.3111	248.066	3170.8
25.3029	247.793	3171.0
25.3	249.106	3171.2
25.3061	248.365	3171.4
25.3101	248.209	3171.6
25.3111	248.534	3171.8
25.3019	247.637	3172.0
25.3	248.586	3172.2
25.2876	249.106	3172.4
25.2966	247.975	3172.6
25.312	248.911	3172.8
25.2985	248.599	3173.0
25.2867	248.092	3173.2
25.288	247.806	3173.4
25.3014	247.949	3173.6
25.3143	247.182	3173.8
25.3139	247.975	3174.0
25.3052	248.703	3174.2
25.2945	249.366	3174.4
25.3027	248.534	3174.6
25.3075	246.87	3174.8
25.301	247.598	3175.0
25.3052	247.793	3175.2
25.3052	247.871	3175.4
25.3159	249.405	3175.6
25.2956	250.12	3175.8
25.3078	248.079	3176.0
25.3088	247.806	3176.2
25.3052	248.69	3176.4
25.2977	248.352	3176.6
25.3088	248.534	3176.8
25.3181	248.638	3177.0
25.2895	248.365	3177.2
25.304	247.91	3177.4
25.305	248.313	3177.6
25.3	246.857	3177.8
25.2968	248.456	3178.0
25.2958	248.365	3178.2
25.2985	246.753	3178.4
25.3117	249.548	3178.6
25.3033	248.937	3178.8
25.293	246.259	3179.0
25.3155	248.352	3179.2
25.3052	248.105	3179.4
25.308	247.832	3179.6
25.2981	247.845	3179.8
25.2846	248.95	3180.0
25.2872	246.961	3180.2
25.2958	248.755	3180.4
25.3	248.313	3180.6
25.2945	247.52	3180.8
25.2987	248.066	3181.0
25.3042	249.405	3181.2
25.3136	249.535	3181.4
25.3084	248.04	3181.6
25.2995	248.443	3181.8
25.2962	246.298	3182.0
25.3017	248.352	3182.2
25.3103	248.573	3182.4
25.3014	248.378	3182.6
25.3143	248.456	3182.8
25.2975	247.221	3183.0
25.3092	247.884	3183.2
25.3126	248.937	3183.4
25.3197	248.82	3183.6
25.3185	249.418	3183.8
25.3204	247.442	3184.0
25.3134	248.092	3184.2
25.3113	249.132	3184.4
25.3155	247.715	3184.6
25.3017	248.222	3184.8
25.3149	248.274	3185.0
25.3113	248.3	3185.2
25.3143	249.054	3185.4
25.2958	248.729	3185.6
25.3019	248.586	3185.8
25.3098	249.431	3186.0
25.3071	247.637	3186.2
25.3046	247.611	3186.4
25.312	247.819	3186.6
25.3111	248.443	3186.8
25.3084	248.066	3187.0
25.3056	247.897	3187.2
25.3172	248.885	3187.4
25.2972	247.598	3187.6
25.3	247.585	3187.8
25.3071	248.157	3188.0
25.3014	249.028	3188.2
25.301	247.793	3188.4
25.3052	248.365	3188.6
25.3084	248.313	3188.8
25.3197	247.845	3189.0
25.3172	247.26	3189.2
25.3263	248.17	3189.4
25.3094	249.977	3189.6
25.3033	248.001	3189.8
25.3195	248.729	3190.0
25.3134	248.235	3190.2
25.3027	248.573	3190.4
25.313	247.546	3190.6
25.312	249.236	3190.8
25.3263	249.366	3191.0
25.3098	249.561	3191.2
25.3201	249.197	3191.4
25.3101	248.17	3191.6
25.3092	249.041	3191.8
25.3088	248.391	3192.0
25.3092	248.339	3192.2
25.3216	249.119	3192.4
25.3153	248.664	3192.6
25.3094	248.157	3192.8
25.2985	248.274	3193.0
25.312	248.911	3193.2
25.3098	247.624	3193.4
25.3206	247.533	3193.6
25.3185	248.287	3193.8
25.3155	248.742	3194.0
25.301	248.144	3194.2
25.3111	248.56	3194.4
25.3126	249.08	3194.6
25.3191	247.923	3194.8
25.3023	248.69	3195.0
25.3065	248.599	3195.2
25.313	247.572	3195.4
25.3	248.196	3195.6
25.3029	247.676	3195.8
25.3004	246.532	3196.0
25.3046	248.534	3196.2
25.3046	249.886	3196.4
25.3069	249.093	3196.6
25.3078	247.923	3196.8
25.2876	249.197	3197.0
25.3004	248.404	3197.2
25.3155	248.43	3197.4
25.304	247.455	3197.6
25.3172	248.69	3197.8
25.3263	248.547	3198.0
25.3172	248.313	3198.2
25.3191	249.158	3198.4
25.3069	248.911	3198.6
25.3145	247.585	3198.8
25.3056	248.521	3199.0
25.3078	248.586	3199.2
25.3103	249.405	3199.4
25.3134	248.287	3199.6
25.301	248.625	3199.8
25.2981	249.886	3200.0
25.3046	248.17	3200.2
25.3042	248.313	3200.4
25.3065	246.779	3200.6
25.3036	247.754	3200.8
25.304	248.339	3201.0
25.3056	248.248	3201.2
25.305	248.716	3201.4
25.329	249.002	3201.6
25.3191	248.534	3201.8
25.3075	248.911	3202.0
25.326	247.936	3202.2
25.3164	248.183	3202.4
25.3227	248.326	3202.6
25.3323	248.664	3202.8
25.2956	248.612	3203.0
25.3267	248.196	3203.2
25.3101	247.468	3203.4
25.3223	248.625	3203.6
25.3359	248.43	3203.8
25.3122	248.443	3204.0
25.3101	248.248	3204.2
25.3117	248.417	3204.4
25.3126	249.535	3204.6
25.3233	249.483	3204.8
25.2939	248.534	3205.0
25.3201	248.859	3205.2
25.3187	249.249	3205.4
25.3149	249.301	3205.6
25.293	249.405	3205.8
25.3176	248.196	3206.0
25.3159	248.092	3206.2
25.3111	247.221	3206.4
25.3162	248.807	3206.6
25.3252	247.481	3206.8
25.3088	248.222	3207.0
25.3052	249.08	3207.2
25.3113	249.08	3207.4
25.2981	248.209	3207.6
25.3017	248.274	3207.8
25.3023	248.443	3208.0
25.3094	246.974	3208.2
25.304	248.183	3208.4
25.3033	248.469	3208.6
25.3111	248.17	3208.8
25.3113	248.547	3209.0
25.2968	248.781	3209.2
25.3145	249.002	3209.4
25.321	249.691	3209.6
25.3107	248.235	3209.8
25.3172	246.987	3210.0
25.3172	249.769	3210.2
25.3263	248.768	3210.4
25.3195	248.521	3210.6
25.3046	248.105	3210.8
25.3206	249.912	3211.0
25.3078	248.066	3211.2
25.3216	248.833	3211.4
25.3061	248.3	3211.6
25.3248	248.209	3211.8
25.3126	248.261	3212.0
25.3061	248.794	3212.2
25.3071	249.639	3212.4
25.3056	248.521	3212.6
25.3233	247.312	3212.8
25.308	249.288	3213.0
25.3008	248.638	3213.2
25.3117	247.936	3213.4
25.3027	247.793	3213.6
25.3155	247.481	3213.8
25.3042	248.833	3214.0
25.3107	248.027	3214.2
25.3059	248.3	3214.4
25.3036	246.935	3214.6
25.3046	247.663	3214.8
25.3117	247.637	3215.0
25.304	248.859	3215.2
25.2956	247.234	3215.4
25.2924	249.366	3215.6
25.3069	249.067	3215.8
25.2953	248.092	3216.0
25.3014	249.132	3216.2
25.279	247.13	3216.4
25.2939	248.274	3216.6
25.2762	250.081	3216.8
25.312	248.326	3217.0
25.2975	247.455	3217.2
25.3071	248.807	3217.4
25.3206	248.872	3217.6
25.329	249.028	3217.8
25.3046	249.288	3218.0
25.2956	248.937	3218.2
25.2995	248.846	3218.4
25.301	249.574	3218.6
25.3084	249.392	3218.8
25.293	248.313	3219.0
25.3107	248.807	3219.2
25.3168	249.171	3219.4
25.3056	248.157	3219.6
25.3191	248.443	3219.8
25.3263	249.171	3220.0
25.3008	249.379	3220.2
25.3033	248.43	3220.4
25.2909	248.807	3220.6
25.3036	247.442	3220.8
25.3008	249.938	3221.0
25.2892	247.507	3221.2
25.3159	246.753	3221.4
25.3107	247.871	3221.6
25.3059	248.937	3221.8
25.2981	249.626	3222.0
25.308	249.301	3222.2
25.3008	247.065	3222.4
25.2987	247.871	3222.6
25.3019	247.754	3222.8
25.2958	248.43	3223.0
25.2991	248.352	3223.2
25.3153	248.3	3223.4
25.2918	248.3	3223.6
25.3036	247.325	3223.8
25.3069	249.366	3224.0
25.3172	248.196	3224.2
25.3162	250.068	3224.4
25.293	248.586	3224.6
25.3004	250.055	3224.8
25.2981	246.987	3225.0
25.3008	248.976	3225.2
25.2918	248.495	3225.4
25.3065	248.235	3225.6
25.2922	248.326	3225.8
25.3145	248.001	3226.0
25.2892	249.418	3226.2
25.3008	247.507	3226.4
25.312	248.833	3226.6
25.3029	249.223	3226.8
25.2981	249.106	3227.0
25.2985	248.846	3227.2
25.3027	248.378	3227.4
25.2861	248.274	3227.6
25.2958	248.534	3227.8
25.305	249.522	3228.0
25.301	249.535	3228.2
25.2966	248.391	3228.4
25.2909	248.43	3228.6
25.2766	249.132	3228.8
25.2914	248.755	3229.0
25.3017	249.925	3229.2
25.2962	247.871	3229.4
25.2842	248.56	3229.6
25.2987	249.392	3229.8
25.3014	248.677	3230.0
25.3027	248.404	3230.2
25.2953	248.924	3230.4
25.3	249.262	3230.6
25.2817	249.665	3230.8
25.3036	247.416	3231.0
25.2863	249.6	3231.2
25.2934	247.91	3231.4
25.3004	248.521	3231.6
25.3164	249.132	3231.8
25.3197	248.833	3232.0
25.2991	248.261	3232.2
25.3111	248.053	3232.4
25.3155	248.781	3232.6
25.3017	248.443	3232.8
25.2871	247.884	3233.0
25.2871	248.183	3233.2
25.2966	248.508	3233.4
25.3019	248.391	3233.6
25.301	248.001	3233.8
25.2922	247.741	3234.0
25.2995	248.469	3234.2
25.3143	248.664	3234.4
25.3071	249.249	3234.6
25.3042	247.507	3234.8
25.3027	247.754	3235.0
25.308	249.21	3235.2
25.3059	247.91	3235.4
25.3094	248.079	3235.6
25.2943	248.807	3235.8
25.3059	247.702	3236.0
25.2913	248.014	3236.2
25.3059	247.156	3236.4
25.3092	247.156	3236.6
25.3136	247.923	3236.8
25.3059	248.755	3237.0
25.3078	247.949	3237.2
25.313	248.82	3237.4
25.2909	248.885	3237.6
25.2829	249.782	3237.8
25.2968	248.976	3238.0
25.2953	247.741	3238.2
25.3092	248.144	3238.4
25.2972	247.052	3238.6
25.2934	247.026	3238.8
25.301	247.663	3239.0
25.3017	247.702	3239.2
25.2985	248.859	3239.4
25.3155	248.079	3239.6
25.2987	246.688	3239.8
25.3107	248.079	3240.0
25.2977	248.17	3240.2
25.2985	248.209	3240.4
25.3237	247.416	3240.6
25.3103	246.207	3240.8
25.2968	247.052	3241.0
25.3204	247.689	3241.2
25.312	247.468	3241.4
25.3078	247.715	3241.6
25.3101	248.274	3241.8
25.3088	247.494	3242.0
25.3139	247.52	3242.2
25.3185	248.534	3242.4
25.3201	248.976	3242.6
25.304	247.143	3242.8
25.3027	246.454	3243.0
25.3172	247.91	3243.2
25.3071	247.182	3243.4
25.3103	248.391	3243.6
25.3069	247.221	3243.8
25.3277	247.091	3244.0
25.2892	247.442	3244.2
25.3187	249.106	3244.4
25.3191	247.884	3244.6
25.3084	248.183	3244.8
25.3136	248.859	3245.0
25.3149	248.768	3245.2
25.3059	247.611	3245.4
25.3191	248.248	3245.6
25.3088	247.559	3245.8
25.3	247.663	3246.0
25.3094	246.701	3246.2
25.2913	247.754	3246.4
25.3014	248.911	3246.6
25.3019	248.625	3246.8
25.3172	248.625	3247.0
25.3065	248.911	3247.2
25.3092	247.962	3247.4
25.3101	249.184	3247.6
25.3075	248.157	3247.8
25.2842	248.144	3248.0
25.3014	249.262	3248.2
25.3195	247.039	3248.4
25.3065	249.327	3248.6
25.3113	248.105	3248.8
25.3046	246.922	3249.0
25.3176	247.832	3249.2
25.313	247.897	3249.4
25.3098	249.145	3249.6
25.3111	248.885	3249.8
25.3056	247.819	3250.0
