Temperatur	Gewicht	Zeit
25.9676	244.881	1134.0
25.9554	245.258	1134.2
25.979	246.272	1134.4
25.9686	246.246	1134.6
25.9546	244.426	1134.8
25.9577	246.922	1135.0
25.9554	244.79	1135.2
25.968	243.841	1135.4
25.9537	246.909	1135.6
25.9438	244.205	1135.8
25.9577	245.089	1136.0
25.9586	246.09	1136.2
25.9689	245.661	1136.4
25.964	246.896	1136.6
25.9644	246.701	1136.8
25.9588	246.077	1137.0
25.9596	245.492	1137.2
25.9666	244.673	1137.4
25.9851	245.102	1137.6
25.9602	246.155	1137.8
25.9676	244.647	1138.0
25.9691	244.543	1138.2
25.9588	245.336	1138.4
25.963	246.454	1138.6
25.9748	246.584	1138.8
25.9573	245.648	1139.0
25.9695	245.583	1139.2
25.9338	245.219	1139.4
25.955	246.22	1139.6
25.967	246.792	1139.8
25.9607	245.466	1140.0
25.9615	245.141	1140.2
25.9861	245.102	1140.4
25.9666	244.79	1140.6
25.9588	245.57	1140.8
25.9567	245.336	1141.0
25.942	245.804	1141.2
25.9686	245.7	1141.4
25.9567	245.024	1141.6
25.968	245.258	1141.8
25.9666	246.233	1142.0
25.9596	245.804	1142.2
25.9682	246.974	1142.4
25.963	245.986	1142.6
25.9745	244.816	1142.8
25.9546	244.452	1143.0
25.9569	246.415	1143.2
25.9649	245.583	1143.4
25.9567	245.752	1143.6
25.9699	245.973	1143.8
25.9695	245.96	1144.0
25.946	245.817	1144.2
25.9657	245.063	1144.4
25.9695	245.349	1144.6
25.9569	246.74	1144.8
25.9567	244.933	1145.0
25.9483	245.05	1145.2
25.9544	247.065	1145.4
25.9583	246.532	1145.6
25.9466	245.843	1145.8
25.9275	245.804	1146.0
25.9495	245.063	1146.2
25.947	245.128	1146.4
25.9634	245.258	1146.6
25.9592	246.402	1146.8
25.9718	246.233	1147.0
25.9592	246.324	1147.2
25.9882	245.674	1147.4
25.9661	245.557	1147.6
25.9544	246.35	1147.8
25.9691	245.141	1148.0
25.9535	245.544	1148.2
25.9718	245.102	1148.4
25.9493	245.414	1148.6
25.9546	245.804	1148.8
25.9483	246.454	1149.0
25.9569	246.051	1149.2
25.9579	246.48	1149.4
25.9722	245.752	1149.6
25.98	244.959	1149.8
25.9607	245.193	1150.0
25.9577	245.219	1150.2
25.968	245.674	1150.4
25.9567	245.895	1150.6
25.9527	245.063	1150.8
25.9537	245.011	1151.0
25.9621	245.271	1151.2
25.9661	246.818	1151.4
25.9514	244.361	1151.6
25.9647	245.115	1151.8
25.9813	244.855	1152.0
25.9695	244.66	1152.2
25.9785	245.323	1152.4
25.9544	244.933	1152.6
25.9714	244.27	1152.8
25.964	244.4	1153.0
25.9871	243.568	1153.2
25.9624	245.258	1153.4
25.9819	244.14	1153.6
25.9661	245.284	1153.8
25.9666	244.4	1154.0
25.9567	245.505	1154.2
25.9743	244.452	1154.4
25.9615	246.428	1154.6
25.9752	243.646	1154.8
25.9781	244.959	1155.0
25.964	244.465	1155.2
25.9771	244.517	1155.4
25.9628	244.53	1155.6
25.9775	244.348	1155.8
25.9666	244.153	1156.0
25.9592	244.296	1156.2
25.9554	243.789	1156.4
25.9733	244.231	1156.6
25.9663	243.594	1156.8
25.9653	245.869	1157.0
25.9785	244.478	1157.2
25.9851	246.207	1157.4
25.9676	244.803	1157.6
25.9666	243.542	1157.8
25.9762	244.309	1158.0
25.9554	243.945	1158.2
25.9621	245.661	1158.4
25.9649	245.583	1158.6
25.9638	245.076	1158.8
25.9521	244.998	1159.0
25.9577	245.674	1159.2
25.9628	245.609	1159.4
25.9615	245.167	1159.6
25.9579	245.505	1159.8
25.9928	244.621	1160.0
25.9739	245.674	1160.2
25.9686	243.88	1160.4
25.9745	244.517	1160.6
25.9686	245.895	1160.8
25.9619	243.828	1161.0
25.9657	244.582	1161.2
25.9785	245.076	1161.4
25.9798	244.088	1161.6
25.9621	244.127	1161.8
25.9634	245.518	1162.0
25.9586	244.205	1162.2
25.9527	244.192	1162.4
25.9794	244.569	1162.6
25.9712	244.699	1162.8
25.9586	243.373	1163.0
25.9739	244.127	1163.2
25.9768	244.972	1163.4
25.9714	244.166	1163.6
25.9834	244.595	1163.8
25.9758	244.374	1164.0
25.9848	243.802	1164.2
25.9689	245.336	1164.4
25.9672	244.491	1164.6
25.9607	244.738	1164.8
25.9745	244.829	1165.0
25.9781	244.179	1165.2
25.9752	245.401	1165.4
25.9649	244.582	1165.6
25.9809	242.983	1165.8
25.9861	243.659	1166.0
25.9527	242.19	1166.2
25.9903	243.698	1166.4
25.9748	243.152	1166.6
25.9785	244.166	1166.8
25.9771	1783.028	1167.0
25.9689	244.673	1167.2
25.9819	244.478	1167.4
25.9809	243.113	1167.6
25.9733	244.205	1167.8
25.9748	243.698	1168.0
25.9525	244.283	1168.2
25.9649	244.205	1168.4
25.9653	244.517	1168.6
25.9768	244.413	1168.8
25.9657	244.465	1169.0
25.964	243.737	1169.2
25.9771	244.582	1169.4
25.9775	243.048	1169.6
25.9638	244.504	1169.8
25.9628	244.855	1170.0
25.968	244.829	1170.2
25.9752	245.167	1170.4
25.9922	245.037	1170.6
25.9861	243.75	1170.8
25.9947	244.543	1171.0
25.9768	245.531	1171.2
25.9722	242.658	1171.4
25.9844	245.44	1171.6
25.9863	244.218	1171.8
25.9762	245.492	1172.0
25.9798	243.061	1172.2
25.9682	245.271	1172.4
25.9787	244.92	1172.6
25.9838	244.777	1172.8
25.9729	244.465	1173.0
25.9661	245.128	1173.2
25.9739	244.127	1173.4
25.9787	244.79	1173.6
25.9686	245.245	1173.8
25.9863	244.465	1174.0
25.9743	245.856	1174.2
25.9695	245.271	1174.4
25.9787	243.711	1174.6
25.9951	243.958	1174.8
25.9768	244.01	1175.0
25.9798	244.218	1175.2
25.9689	245.102	1175.4
25.9899	244.725	1175.6
25.9686	245.687	1175.8
25.9886	246.311	1176.0
25.9787	244.439	1176.2
25.9882	243.529	1176.4
25.9672	245.479	1176.6
25.9745	243.737	1176.8
25.9729	245.297	1177.0
25.9768	244.049	1177.2
25.983	243.932	1177.4
25.9777	244.439	1177.6
25.9903	244.868	1177.8
25.9954	244.504	1178.0
25.9861	246.233	1178.2
25.9914	244.686	1178.4
25.9848	244.907	1178.6
25.9809	245.18	1178.8
25.9876	1782.443	1179.0
25.9718	246.012	1179.2
25.9819	243.516	1179.4
25.983	244.387	1179.6
25.9777	244.374	1179.8
25.9853	246.454	1180.0
25.9689	245.466	1180.2
25.9661	246.012	1180.4
25.9964	246.025	1180.6
25.9909	245.635	1180.8
25.9834	245.284	1181.0
25.9794	245.193	1181.2
25.9842	246.571	1181.4
25.9666	246.103	1181.6
25.9735	244.868	1181.8
25.9819	245.934	1182.0
25.9724	243.49	1182.2
25.9844	245.063	1182.4
25.9851	245.778	1182.6
25.9752	57462.197	1182.8
25.9851	244.569	1183.0
25.9794	244.491	1183.2
25.9714	245.089	1183.4
25.9647	244.777	1183.6
25.9546	245.453	1183.8
25.9932	245.219	1184.0
25.9819	245.388	1184.2
25.9848	244.855	1184.4
25.9825	244.101	1184.6
25.9834	244.634	1184.8
25.9794	245.297	1185.0
25.979	245.011	1185.2
25.9829	243.425	1185.4
25.9739	244.439	1185.6
25.9705	244.79	1185.8
25.9569	245.271	1186.0
25.9771	245.596	1186.2
25.9666	244.192	1186.4
25.9699	244.959	1186.6
25.9722	245.609	1186.8
25.9838	244.179	1187.0
25.9861	244.296	1187.2
25.9914	243.035	1187.4
25.9745	244.998	1187.6
25.9977	244.179	1187.8
25.9834	243.412	1188.0
25.9819	242.892	1188.2
25.9876	244.101	1188.4
25.9743	243.737	1188.6
25.9819	243.36	1188.8
25.9804	242.541	1189.0
25.9983	243.061	1189.2
25.9918	243.568	1189.4
25.9848	243.113	1189.6
25.9912	242.723	1189.8
25.9882	243.009	1190.0
25.9819	242.983	1190.2
25.9861	243.659	1190.4
25.9724	243.048	1190.6
25.9871	243.763	1190.8
25.9876	243.971	1191.0
25.9853	242.983	1191.2
25.9729	243.1	1191.4
26.0035	244.686	1191.6
25.9825	244.387	1191.8
25.9871	243.893	1192.0
25.9974	243.477	1192.2
25.9781	243.204	1192.4
25.9867	244.309	1192.6
25.9842	244.283	1192.8
25.9867	244.374	1193.0
25.9893	243.932	1193.2
25.9794	244.322	1193.4
25.9922	243.828	1193.6
25.9941	244.101	1193.8
25.9924	245.076	1194.0
25.989	244.127	1194.2
25.9787	244.738	1194.4
25.9804	243.516	1194.6
25.9735	244.114	1194.8
25.9624	244.01	1195.0
25.9756	243.698	1195.2
25.98	243.932	1195.4
25.9794	244.725	1195.6
25.9722	244.14	1195.8
25.9758	244.361	1196.0
25.9768	244.465	1196.2
25.967	244.114	1196.4
25.9937	244.348	1196.6
25.9861	243.815	1196.8
25.9775	243.49	1197.0
25.9724	244.452	1197.2
25.9834	244.777	1197.4
25.9964	244.491	1197.6
25.983	244.374	1197.8
25.9809	245.128	1198.0
25.9857	244.075	1198.2
25.9903	245.115	1198.4
25.9722	244.439	1198.6
25.9922	244.816	1198.8
25.9819	244.972	1199.0
25.9743	244.075	1199.2
25.9882	243.594	1199.4
25.9821	243.542	1199.6
25.9834	243.009	1199.8
25.9861	244.27	1200.0
25.9998	245.128	1200.2
25.9886	244.361	1200.4
25.9834	244.764	1200.6
25.9947	243.49	1200.8
25.9834	243.88	1201.0
25.9914	244.491	1201.2
26.0002	243.295	1201.4
25.9924	243.672	1201.6
25.9895	244.062	1201.8
25.9775	243.412	1202.0
25.9861	243.685	1202.2
25.9729	244.426	1202.4
25.9787	244.127	1202.6
25.9777	244.088	1202.8
25.9838	244.088	1203.0
25.9743	244.725	1203.2
25.9752	245.219	1203.4
25.9876	245.531	1203.6
25.9733	244.725	1203.8
25.9857	244.569	1204.0
25.9909	245.128	1204.2
25.9945	245.102	1204.4
26.0038	245.323	1204.6
25.9993	245.479	1204.8
25.9912	245.349	1205.0
25.9647	245.453	1205.2
25.9834	244.01	1205.4
25.9781	245.102	1205.6
25.9903	245.856	1205.8
25.9739	244.907	1206.0
25.9699	244.816	1206.2
25.9794	246.922	1206.4
25.9809	245.245	1206.6
25.979	245.479	1206.8
25.9768	245.882	1207.0
25.983	245.583	1207.2
25.9838	245.024	1207.4
25.9956	245.375	1207.6
25.9909	247.26	1207.8
25.983	247.0	1208.0
25.9785	247.156	1208.2
25.9777	245.921	1208.4
25.9758	246.675	1208.6
25.9766	246.597	1208.8
25.9871	246.246	1209.0
25.9974	245.7	1209.2
25.9895	245.687	1209.4
25.997	245.427	1209.6
25.9922	246.077	1209.8
25.9768	245.7	1210.0
25.9966	1783.054	1210.2
25.9914	246.324	1210.4
25.9899	244.4	1210.6
25.9951	246.389	1210.8
25.9857	246.883	1211.0
25.9867	245.908	1211.2
25.9951	246.766	1211.4
25.9735	245.245	1211.6
26.005	246.831	1211.8
25.9905	245.752	1212.0
25.9851	245.375	1212.2
25.9941	246.766	1212.4
26.0101	245.414	1212.6
25.9766	246.74	1212.8
25.9909	245.375	1213.0
25.9996	246.493	1213.2
25.9785	246.415	1213.4
25.9979	246.428	1213.6
25.988	246.311	1213.8
25.9886	245.908	1214.0
25.9909	245.336	1214.2
25.9903	246.831	1214.4
25.9813	244.751	1214.6
26.0092	245.856	1214.8
25.9905	246.064	1215.0
25.989	245.83	1215.2
25.9993	245.232	1215.4
25.9966	245.414	1215.6
25.9951	244.322	1215.8
25.9895	244.569	1216.0
26.0048	244.881	1216.2
25.9977	246.298	1216.4
25.9947	244.53	1216.6
25.9922	246.025	1216.8
25.9996	244.4	1217.0
25.9829	245.037	1217.2
25.9937	244.4	1217.4
25.9775	245.388	1217.6
25.9821	244.452	1217.8
25.9945	244.738	1218.0
25.9922	245.05	1218.2
25.9768	244.803	1218.4
25.9935	246.675	1218.6
25.9848	245.115	1218.8
25.9951	244.205	1219.0
25.9853	244.621	1219.2
25.9871	244.036	1219.4
25.9825	244.972	1219.6
25.9905	244.998	1219.8
25.9928	244.959	1220.0
25.9766	244.92	1220.2
26.0017	243.659	1220.4
25.9941	245.843	1220.6
25.9974	245.219	1220.8
25.9924	245.466	1221.0
25.9909	244.751	1221.2
25.9863	245.869	1221.4
25.9941	244.582	1221.6
25.9977	245.05	1221.8
25.9699	243.984	1222.0
25.9766	243.672	1222.2
25.9861	244.803	1222.4
26.005	244.517	1222.6
25.9834	245.245	1222.8
25.9924	244.972	1223.0
25.9909	243.594	1223.2
25.9861	242.645	1223.4
25.9808	245.505	1223.6
25.9867	244.751	1223.8
25.9813	244.608	1224.0
25.9912	244.01	1224.2
25.9932	244.413	1224.4
25.9928	245.57	1224.6
25.9777	244.647	1224.8
25.9895	243.945	1225.0
26.0021	244.257	1225.2
25.9857	246.142	1225.4
25.9861	244.322	1225.6
25.9872	244.907	1225.8
25.988	244.725	1226.0
25.9882	245.492	1226.2
25.9808	244.075	1226.4
25.9998	244.608	1226.6
25.9771	245.349	1226.8
25.9722	244.894	1227.0
25.9867	243.828	1227.2
25.988	244.127	1227.4
25.9996	243.594	1227.6
25.9853	246.116	1227.8
25.9813	246.662	1228.0
25.9821	245.518	1228.2
25.979	244.634	1228.4
25.9983	245.518	1228.6
25.9857	243.646	1228.8
26.0071	245.648	1229.0
25.9937	246.454	1229.2
25.9829	244.556	1229.4
26.0025	244.088	1229.6
25.9699	244.647	1229.8
25.9977	245.869	1230.0
25.9951	244.972	1230.2
26.0017	245.037	1230.4
25.9966	245.687	1230.6
25.9863	244.543	1230.8
25.983	243.659	1231.0
25.9752	244.309	1231.2
25.9825	245.401	1231.4
25.9922	244.972	1231.6
25.9842	244.53	1231.8
25.9947	245.401	1232.0
25.983	245.167	1232.2
25.988	244.205	1232.4
25.9762	244.985	1232.6
25.9825	245.583	1232.8
25.9768	243.724	1233.0
25.9983	245.648	1233.2
25.983	244.881	1233.4
25.9785	244.53	1233.6
25.9691	245.817	1233.8
26.0035	243.776	1234.0
25.9794	245.154	1234.2
25.9964	245.037	1234.4
25.996	246.207	1234.6
25.9853	245.063	1234.8
25.996	245.375	1235.0
25.9857	244.218	1235.2
25.9842	245.492	1235.4
25.979	245.973	1235.6
25.9819	245.583	1235.8
25.9804	244.972	1236.0
25.9863	244.92	1236.2
25.9842	245.011	1236.4
25.9762	245.349	1236.6
25.997	246.181	1236.8
25.9798	244.751	1237.0
25.9935	244.738	1237.2
25.9785	245.401	1237.4
25.9893	244.894	1237.6
25.9863	245.362	1237.8
25.9882	246.311	1238.0
25.997	245.804	1238.2
25.9998	245.57	1238.4
26.0031	246.805	1238.6
25.9775	244.283	1238.8
25.9977	247.026	1239.0
25.9842	244.933	1239.2
25.9863	245.18	1239.4
25.9905	245.336	1239.6
25.983	246.142	1239.8
26.0035	244.647	1240.0
26.0015	246.454	1240.2
26.0006	245.206	1240.4
25.9951	246.428	1240.6
26.0017	246.493	1240.8
25.9821	246.935	1241.0
26.0021	245.921	1241.2
25.98	246.246	1241.4
25.9974	245.219	1241.6
25.9867	245.349	1241.8
25.9848	244.27	1242.0
25.9853	246.311	1242.2
25.9903	246.766	1242.4
26.0012	244.907	1242.6
25.9909	245.531	1242.8
25.9729	244.192	1243.0
25.9932	245.115	1243.2
25.9876	246.961	1243.4
25.9844	245.895	1243.6
25.9766	245.544	1243.8
25.9928	246.779	1244.0
25.9615	245.986	1244.2
25.9844	246.259	1244.4
25.9914	245.596	1244.6
25.9954	244.712	1244.8
26.0038	246.259	1245.0
26.0031	246.324	1245.2
25.9882	245.037	1245.4
25.9935	245.388	1245.6
25.9945	247.416	1245.8
25.9947	244.92	1246.0
25.9771	1782.872	1246.2
25.9893	245.427	1246.4
25.9945	245.31	1246.6
25.9954	244.92	1246.8
25.9871	245.999	1247.0
26.0048	244.634	1247.2
25.9722	245.895	1247.4
26.0006	244.79	1247.6
25.9918	244.322	1247.8
25.9918	246.038	1248.0
26.0002	245.31	1248.2
25.9808	245.739	1248.4
25.9809	246.142	1248.6
25.9748	245.258	1248.8
25.9787	244.985	1249.0
25.9909	244.322	1249.2
25.9819	245.271	1249.4
25.9729	245.388	1249.6
25.9752	245.427	1249.8
25.9903	243.997	1250.0
25.9882	246.272	1250.2
25.9844	245.128	1250.4
25.9844	244.387	1250.6
25.9932	245.7	1250.8
25.9825	244.66	1251.0
25.9882	244.92	1251.2
25.9834	246.662	1251.4
25.9928	244.699	1251.6
26.0077	245.245	1251.8
25.9821	244.634	1252.0
25.9909	244.829	1252.2
25.9932	246.22	1252.4
25.9928	244.348	1252.6
25.9914	245.687	1252.8
26.0029	244.556	1253.0
25.9794	244.634	1253.2
25.9924	243.867	1253.4
25.9918	244.53	1253.6
25.9947	244.556	1253.8
25.9872	245.206	1254.0
25.9935	244.816	1254.2
25.9914	245.713	1254.4
25.983	243.75	1254.6
25.9871	245.388	1254.8
25.9928	244.894	1255.0
26.0044	245.063	1255.2
25.9998	244.907	1255.4
25.9989	244.699	1255.6
25.9798	244.751	1255.8
25.9945	244.894	1256.0
26.004	245.349	1256.2
25.997	244.296	1256.4
25.9924	244.361	1256.6
26.0149	244.79	1256.8
26.0178	245.817	1257.0
25.9861	245.544	1257.2
25.9876	244.595	1257.4
25.9922	244.192	1257.6
25.9871	245.973	1257.8
26.0031	243.971	1258.0
25.9954	245.076	1258.2
25.996	245.479	1258.4
25.9903	245.154	1258.6
25.989	245.622	1258.8
25.9924	242.957	1259.0
25.9794	246.753	1259.2
25.9987	245.141	1259.4
25.9867	246.116	1259.6
25.9899	245.284	1259.8
25.9951	245.05	1260.0
25.9914	246.545	1260.2
26.0021	244.868	1260.4
26.0017	244.894	1260.6
25.9851	246.48	1260.8
25.9809	244.725	1261.0
26.0086	244.4	1261.2
26.0059	246.662	1261.4
26.005	245.128	1261.6
25.9903	244.348	1261.8
25.9945	245.947	1262.0
25.9998	244.985	1262.2
26.0054	243.334	1262.4
26.0191	245.635	1262.6
25.9987	246.051	1262.8
25.9954	245.31	1263.0
26.005	245.791	1263.2
26.0134	245.193	1263.4
25.9977	245.687	1263.6
26.0105	244.244	1263.8
25.996	244.816	1264.0
25.9989	244.686	1264.2
25.9966	244.985	1264.4
26.0029	244.465	1264.6
26.0044	245.388	1264.8
25.9829	245.921	1265.0
25.9804	246.181	1265.2
25.9937	245.674	1265.4
25.9861	245.492	1265.6
25.9956	245.531	1265.8
25.9729	246.558	1266.0
25.9825	245.375	1266.2
25.9937	246.298	1266.4
25.9966	245.895	1266.6
25.9922	246.844	1266.8
25.9922	246.168	1267.0
25.997	244.595	1267.2
25.9905	245.583	1267.4
26.0006	247.169	1267.6
25.9848	246.441	1267.8
25.98	246.506	1268.0
25.9851	245.778	1268.2
25.9964	245.427	1268.4
25.9954	245.934	1268.6
25.9882	245.583	1268.8
25.9905	245.895	1269.0
25.9935	245.804	1269.2
25.9804	246.064	1269.4
25.9979	246.077	1269.6
25.9851	245.531	1269.8
25.9787	245.895	1270.0
25.9798	245.479	1270.2
25.9863	245.479	1270.4
25.9882	247.039	1270.6
25.9974	245.999	1270.8
25.9695	245.83	1271.0
25.9905	245.713	1271.2
25.9821	247.689	1271.4
25.9918	245.18	1271.6
25.98	246.35	1271.8
25.9853	245.401	1272.0
25.9743	246.883	1272.2
25.9708	246.259	1272.4
25.9771	247.156	1272.6
25.9762	246.961	1272.8
25.9819	246.142	1273.0
25.9703	247.221	1273.2
25.9588	247.13	1273.4
25.9708	246.636	1273.6
25.9722	246.701	1273.8
25.9729	246.129	1274.0
25.9863	245.57	1274.2
25.9851	247.325	1274.4
25.9809	245.531	1274.6
25.9775	245.505	1274.8
25.9813	246.415	1275.0
25.9752	246.857	1275.2
25.9903	246.389	1275.4
25.9825	245.843	1275.6
25.9556	246.688	1275.8
25.968	246.376	1276.0
25.9808	246.103	1276.2
25.9809	246.233	1276.4
25.979	245.947	1276.6
25.9573	245.934	1276.8
25.9748	246.272	1277.0
25.9729	247.689	1277.2
25.9752	246.597	1277.4
25.9682	246.636	1277.6
25.9712	247.481	1277.8
25.9638	245.622	1278.0
25.9676	247.312	1278.2
25.9577	247.286	1278.4
25.9699	246.831	1278.6
25.9569	245.167	1278.8
25.9657	245.349	1279.0
25.9809	246.389	1279.2
25.9588	246.545	1279.4
25.9748	246.116	1279.6
25.9733	245.726	1279.8
25.9596	245.778	1280.0
25.9579	245.349	1280.2
25.968	246.129	1280.4
25.9605	246.584	1280.6
25.9544	246.077	1280.8
25.9592	247.065	1281.0
25.9676	246.077	1281.2
25.9602	244.725	1281.4
25.9485	247.208	1281.6
25.9577	245.154	1281.8
25.9628	246.805	1282.0
25.9577	245.999	1282.2
25.9434	245.999	1282.4
25.9541	245.635	1282.6
25.9598	246.467	1282.8
25.963	246.662	1283.0
25.9672	245.648	1283.2
25.9653	246.181	1283.4
25.98	246.155	1283.6
25.9745	245.661	1283.8
25.9495	245.804	1284.0
25.9579	246.766	1284.2
25.9514	246.753	1284.4
25.9647	245.869	1284.6
25.9798	246.376	1284.8
25.9829	246.545	1285.0
25.9775	246.259	1285.2
25.9586	245.115	1285.4
25.9666	245.726	1285.6
25.9714	244.946	1285.8
25.9586	246.051	1286.0
25.9537	244.725	1286.2
25.9756	245.011	1286.4
25.9714	244.205	1286.6
25.9785	246.311	1286.8
25.9712	244.452	1287.0
25.9729	243.958	1287.2
25.9752	244.66	1287.4
25.956	244.946	1287.6
25.9777	244.673	1287.8
25.98	245.687	1288.0
25.9766	244.725	1288.2
25.9556	243.1	1288.4
25.9794	244.114	1288.6
25.9689	244.816	1288.8
25.9733	244.673	1289.0
25.9724	244.816	1289.2
25.9766	244.933	1289.4
25.9647	244.764	1289.6
25.9535	244.439	1289.8
25.9682	244.816	1290.0
25.9758	244.218	1290.2
25.9619	244.881	1290.4
25.9712	243.88	1290.6
25.98	245.102	1290.8
25.9756	244.465	1291.0
25.9712	245.05	1291.2
25.9756	245.31	1291.4
25.9863	245.648	1291.6
25.9743	244.075	1291.8
25.9733	245.31	1292.0
25.9729	244.426	1292.2
25.963	245.271	1292.4
25.9861	245.206	1292.6
25.9649	244.14	1292.8
25.9729	244.01	1293.0
25.9724	244.023	1293.2
25.9689	244.452	1293.4
25.9567	243.958	1293.6
25.9867	243.347	1293.8
25.9771	244.244	1294.0
25.9794	245.076	1294.2
25.9672	243.802	1294.4
25.9748	245.102	1294.6
25.9661	244.881	1294.8
25.9766	244.595	1295.0
25.9794	244.998	1295.2
25.9781	244.101	1295.4
25.9775	243.568	1295.6
25.9705	243.633	1295.8
25.968	243.399	1296.0
25.9682	244.985	1296.2
25.9705	244.075	1296.4
25.9804	245.128	1296.6
25.9708	245.752	1296.8
25.9745	244.972	1297.0
25.9809	244.283	1297.2
25.9863	244.816	1297.4
25.9819	244.4	1297.6
25.9785	243.932	1297.8
25.9777	244.751	1298.0
25.9762	244.218	1298.2
25.9686	244.504	1298.4
25.9829	245.323	1298.6
25.9752	245.102	1298.8
25.9718	243.334	1299.0
25.9748	245.349	1299.2
25.98	246.61	1299.4
25.9722	243.412	1299.6
25.9686	244.218	1299.8
25.9813	243.828	1300.0
25.979	244.374	1300.2
25.9768	245.089	1300.4
25.9729	244.023	1300.6
25.9676	244.309	1300.8
25.9777	245.505	1301.0
25.9825	243.854	1301.2
25.9777	245.31	1301.4
25.9672	243.893	1301.6
25.9695	245.31	1301.8
25.9798	245.648	1302.0
25.9758	243.698	1302.2
25.9912	245.011	1302.4
25.9644	245.544	1302.6
25.9809	245.817	1302.8
25.9771	246.207	1303.0
25.9899	245.544	1303.2
25.967	244.686	1303.4
25.9899	246.779	1303.6
25.983	246.194	1303.8
25.9686	245.947	1304.0
25.9804	244.595	1304.2
25.9842	246.558	1304.4
25.9867	246.207	1304.6
25.9787	244.712	1304.8
25.9977	245.466	1305.0
25.9785	245.986	1305.2
25.9745	245.362	1305.4
25.9777	247.052	1305.6
25.9808	244.556	1305.8
25.9569	247.572	1306.0
25.9781	245.206	1306.2
25.9695	245.011	1306.4
25.9621	245.752	1306.6
25.9653	246.324	1306.8
25.9653	245.895	1307.0
25.9785	244.894	1307.2
25.9722	246.402	1307.4
25.9518	246.207	1307.6
25.9666	245.492	1307.8
25.988	246.129	1308.0
25.9781	246.779	1308.2
25.963	245.466	1308.4
25.9863	245.57	1308.6
25.9882	246.194	1308.8
25.9756	245.544	1309.0
25.9794	247.013	1309.2
25.9766	245.882	1309.4
25.9829	247.377	1309.6
25.9596	247.468	1309.8
25.979	247.416	1310.0
25.9712	246.155	1310.2
25.9703	245.726	1310.4
25.9699	247.637	1310.6
25.9686	246.168	1310.8
25.9644	246.402	1311.0
25.9521	246.948	1311.2
25.9729	246.454	1311.4
25.9794	246.87	1311.6
25.9624	247.208	1311.8
25.98	245.167	1312.0
25.9686	246.714	1312.2
25.9813	245.817	1312.4
25.9743	244.27	1312.6
25.9787	245.622	1312.8
25.9872	246.779	1313.0
25.9762	245.856	1313.2
25.9848	245.024	1313.4
25.9819	245.726	1313.6
25.9775	246.389	1313.8
25.9686	246.363	1314.0
25.9729	246.545	1314.2
25.9735	245.258	1314.4
25.9722	247.013	1314.6
25.9857	244.738	1314.8
25.9722	245.414	1315.0
25.9588	245.921	1315.2
25.9653	244.283	1315.4
25.9787	245.375	1315.6
25.9729	245.908	1315.8
25.9857	245.349	1316.0
25.9729	246.688	1316.2
25.9722	244.465	1316.4
25.9762	245.661	1316.6
25.9686	244.985	1316.8
25.9598	244.439	1317.0
25.9653	245.297	1317.2
25.9775	247.065	1317.4
25.9657	245.128	1317.6
25.9724	246.129	1317.8
25.9739	244.036	1318.0
25.9705	245.791	1318.2
25.9592	244.985	1318.4
25.9745	245.18	1318.6
25.9762	246.051	1318.8
25.9851	245.544	1319.0
25.9729	246.324	1319.2
25.9573	245.739	1319.4
25.9766	245.609	1319.6
25.9756	245.128	1319.8
25.9739	245.622	1320.0
25.9649	245.427	1320.2
25.968	245.362	1320.4
25.9708	246.233	1320.6
25.9657	245.531	1320.8
25.9718	245.271	1321.0
25.9657	245.44	1321.2
25.9724	245.622	1321.4
25.9722	245.921	1321.6
25.9495	245.336	1321.8
25.9661	244.374	1322.0
25.9661	246.103	1322.2
25.9514	245.908	1322.4
25.9563	245.453	1322.6
25.964	244.66	1322.8
25.9546	245.102	1323.0
25.9544	245.804	1323.2
25.9598	243.919	1323.4
25.9644	245.18	1323.6
25.9605	244.79	1323.8
25.967	244.777	1324.0
25.9748	244.959	1324.2
25.955	245.115	1324.4
25.963	245.18	1324.6
25.9705	243.308	1324.8
25.9607	244.491	1325.0
25.9644	244.387	1325.2
25.9628	243.776	1325.4
25.9531	245.999	1325.6
25.9605	244.153	1325.8
25.9705	244.881	1326.0
25.9672	244.686	1326.2
25.9672	245.479	1326.4
25.9577	245.44	1326.6
25.9489	245.219	1326.8
25.955	244.855	1327.0
25.9598	246.337	1327.2
25.9569	244.452	1327.4
25.947	244.309	1327.6
25.9768	245.128	1327.8
25.9621	245.037	1328.0
25.9928	246.428	1328.2
25.9586	243.867	1328.4
25.9729	244.465	1328.6
25.9661	244.946	1328.8
25.9752	246.389	1329.0
25.983	244.322	1329.2
25.9785	245.609	1329.4
25.9531	245.063	1329.6
25.9583	245.583	1329.8
25.9844	245.05	1330.0
25.9714	245.609	1330.2
25.967	244.946	1330.4
25.9563	244.998	1330.6
25.9602	245.752	1330.8
25.9596	244.764	1331.0
25.9499	244.569	1331.2
25.9615	245.323	1331.4
25.9583	244.842	1331.6
25.9592	246.493	1331.8
25.9666	245.297	1332.0
25.9699	244.998	1332.2
25.9661	244.79	1332.4
25.9705	244.751	1332.6
25.956	245.18	1332.8
25.9745	244.816	1333.0
25.9598	244.413	1333.2
25.9605	245.141	1333.4
25.9686	245.7	1333.6
25.9781	244.569	1333.8
25.9785	244.127	1334.0
25.9611	245.934	1334.2
25.9735	244.608	1334.4
25.9699	245.583	1334.6
